Date,Open,High,Low,Close,Adjusted_close,Volume
2020-11-02,2.7370,2.8650,2.7050,2.8515,2.8515,0
2020-11-03,2.9130,3.0020,2.9110,2.9515,2.9515,0
2020-11-04,2.9670,3.0510,2.9470,3.0265,3.0265,0
2020-11-05,3.0230,3.0500,2.9800,3.0045,3.0045,0
2020-11-06,2.9735,2.9790,2.8870,2.8900,2.8900,0
2020-11-09,2.9400,3.1800,2.9230,3.1240,3.1240,0
2020-11-10,3.1335,3.1780,3.1180,3.1655,3.1655,0
2020-11-11,3.2760,3.3200,3.2580,3.2585,3.2585,0
2020-11-12,3.2150,3.2515,3.1790,3.2195,3.2195,0
2020-11-13,3.1395,3.1510,3.1000,3.1135,3.1135,0
2020-11-16,3.1530,3.2335,3.1300,3.1860,3.1860,0
2020-11-17,3.1830,3.1865,3.1100,3.1305,3.1305,0
2020-11-18,3.1710,3.2470,3.1710,3.2105,3.2105,0
2020-11-19,3.2040,3.2065,3.1580,3.1700,3.1700,0
2020-11-20,3.1735,3.2200,3.1725,3.1920,3.1920,0
2020-11-23,3.2620,3.2880,3.2355,3.2755,3.2755,0
2020-11-24,3.3005,3.4195,3.2830,3.4015,3.4015,0
2020-11-25,3.4220,3.4465,3.4105,3.4320,3.4320,0
2020-11-26,3.4250,3.4255,3.3700,3.3960,3.3960,0
2020-11-27,3.3650,3.4400,3.3615,3.4120,3.4120,0
2020-11-30,3.3635,3.4300,3.3570,3.3695,3.3695,0
2020-12-01,3.3840,3.4265,3.3050,3.3375,3.3375,0
2020-12-02,3.3080,3.3815,3.2970,3.3815,3.3815,0
2020-12-03,3.3615,3.3730,3.3170,3.3635,3.3635,0
2020-12-04,3.4230,3.4400,3.3720,3.4060,3.4060,0
2020-12-07,3.3995,3.4165,3.3755,3.4150,3.4150,0
2020-12-08,3.3755,3.4000,3.3510,3.3890,3.3890,0
2020-12-09,3.3945,3.4250,3.3500,3.3755,3.3755,0
2020-12-10,3.3990,3.5250,3.3965,3.5180,3.5180,0
2020-12-11,3.4795,3.4905,3.4340,3.4570,3.4570,0
2020-12-14,3.4890,3.4965,3.3880,3.4155,3.4155,0
2020-12-15,3.4460,3.5150,3.4430,3.5035,3.5035,0
2020-12-16,3.4970,3.5170,3.4725,3.4980,3.4980,0
2020-12-17,3.5500,3.5590,3.5120,3.5295,3.5295,0
2020-12-18,3.5340,3.6000,3.5225,3.5910,3.5910,0
2020-12-21,3.4940,3.5005,3.4095,3.4540,3.4540,0
2020-12-22,3.4370,3.4900,3.4355,3.4790,3.4790,0
2020-12-23,3.4290,3.5390,3.4225,3.5390,3.5390,0
2020-12-28,3.5355,3.5720,3.5055,3.5270,3.5270,0
2020-12-29,3.5185,3.5330,3.4975,3.5035,3.5035,0
2020-12-30,3.5245,3.5365,3.4700,3.4925,3.4925,0
2021-01-04,3.6050,3.6195,3.4450,3.4670,3.4670,0
2021-01-05,3.4680,3.6390,3.4650,3.6095,3.6095,0
2021-01-06,3.6075,3.6800,3.5900,3.6715,3.6715,0
2021-01-07,3.6790,3.7020,3.6600,3.6895,3.6895,0
2021-01-08,3.7140,3.7600,3.7100,3.7510,3.7510,0
2021-01-11,3.7725,3.8100,3.7680,3.8040,3.8040,0
2021-01-12,3.8505,3.8870,3.8400,3.8810,3.8810,0
2021-01-13,3.8990,3.9140,3.8365,3.8885,3.8885,0
2021-01-14,3.8990,3.9015,3.8380,3.8730,3.8730,0
2021-01-15,3.8855,3.8940,3.8125,3.8450,3.8450,0
2021-01-18,3.8400,3.8650,3.8175,3.8430,3.8430,0
2021-01-19,3.8510,3.8900,3.8360,3.8890,3.8890,0
2021-01-20,3.8970,3.9330,3.8890,3.9165,3.9165,0
2021-01-21,3.8895,3.8945,3.8500,3.8750,3.8750,0
2021-01-22,3.8180,3.8455,3.7575,3.8200,3.8200,0
2021-01-25,3.8320,3.8585,3.7940,3.8140,3.8140,0
2021-01-26,3.8395,3.8840,3.8300,3.8385,3.8385,0
2021-01-27,3.8580,3.9050,3.8140,3.8945,3.8945,0
2021-01-28,3.8450,3.9060,3.8270,3.8365,3.8365,0
2021-01-29,3.8155,3.8805,3.8100,3.8295,3.8295,0
2021-02-01,3.8455,3.8920,3.8315,3.8805,3.8805,0
2021-02-02,3.9670,4.0590,3.9610,4.0330,4.0330,0
2021-02-03,4.0565,4.1380,4.0400,4.1240,4.1240,0
2021-02-04,4.1315,4.1470,4.0915,4.1290,4.1290,0
2021-02-05,4.1855,4.2120,4.1600,4.1905,4.1905,0
2021-02-08,4.2265,4.2550,4.2075,4.2485,4.2485,0
2021-02-09,4.2820,4.2845,4.1985,4.2530,4.2530,0
2021-02-10,4.2505,4.2895,4.2425,4.2840,4.2840,0
2021-02-11,4.2620,4.2795,4.2420,4.2755,4.2755,0
2021-02-12,4.2265,4.3215,4.2015,4.3215,4.3215,0
2021-02-15,4.4040,4.4100,4.3805,4.3900,4.3900,0
2021-02-16,4.3900,4.4000,4.3440,4.3805,4.3805,0
2021-02-17,4.4430,4.4950,4.3840,4.4320,4.4320,0
2021-02-18,4.5180,4.5285,4.4270,4.4605,4.4605,0
2021-02-19,4.3515,4.4100,4.3090,4.3550,4.3550,0
2021-02-22,4.3710,4.4680,4.3560,4.4525,4.4525,0
2021-02-23,4.5415,4.5670,4.4305,4.4925,4.4925,0
2021-02-24,4.4840,4.6340,4.4715,4.6100,4.6100,0
2021-02-25,4.6350,4.6390,4.5530,4.6050,4.6050,0
2021-02-26,4.5600,4.6060,4.5150,4.5675,4.5675,0
2021-03-01,4.5985,4.6095,4.4950,4.5410,4.5410,0
2021-03-02,4.4200,4.5045,4.4095,4.4590,4.4590,0
2021-03-03,4.4030,4.5260,4.3900,4.5085,4.5085,0
2021-03-04,4.5520,4.7465,4.4675,4.7120,4.7120,0
2021-03-05,4.8070,4.9240,4.7930,4.8970,4.8970,0
2021-03-08,4.9895,4.9965,4.8600,4.9035,4.9035,0
2021-03-09,4.8550,4.9290,4.8050,4.8225,4.8225,0
2021-03-10,4.7595,4.8565,4.7510,4.7615,4.7615,0
2021-03-11,4.8440,4.9040,4.8300,4.9000,4.9000,0
2021-03-12,4.9035,4.9490,4.8965,4.9280,4.9280,0
2021-03-15,4.9535,4.9670,4.8200,4.8910,4.8910,0
2021-03-16,4.8785,4.8785,4.7945,4.8560,4.8560,0
2021-03-17,4.9060,4.9120,4.8000,4.8425,4.8425,0
2021-03-18,4.8015,4.8575,4.6395,4.6395,4.6395,0
2021-03-19,4.5100,4.6280,4.4650,4.5980,4.5980,0
2021-03-22,4.5875,4.6670,4.5860,4.6110,4.6110,0
2021-03-23,4.5850,4.5940,4.4300,4.4780,4.4780,0
2021-03-24,4.4560,4.6365,4.4490,4.6285,4.6285,0
2021-03-25,4.5890,4.6060,4.3915,4.4590,4.4590,0
2021-03-26,4.5780,4.6700,4.5400,4.6585,4.6585,0
2021-03-29,4.5720,4.7200,4.5640,4.6490,4.6490,0
2021-03-30,4.6985,4.7250,4.6000,4.6600,4.6600,0
2021-03-31,4.6825,4.6920,4.6080,4.6800,4.6800,0
2021-04-01,4.5960,4.6550,4.5100,4.5745,4.5745,0
2021-04-06,4.5330,4.6370,4.5200,4.5895,4.5895,0
2021-04-07,4.5320,4.5535,4.4355,4.4500,4.4500,0
2021-04-08,4.5100,4.5375,4.4620,4.4880,4.4880,0
2021-04-09,4.5035,4.5265,4.4830,4.5100,4.5100,0
2021-04-12,4.4770,4.5920,4.4615,4.5355,4.5355,0
2021-04-13,4.5670,4.5810,4.5320,4.5690,4.5690,0
2021-04-14,4.6055,4.7400,4.5905,4.7340,4.7340,0
2021-04-15,4.7500,4.7725,4.7200,4.7500,4.7500,0
2021-04-16,4.7950,4.7995,4.7265,4.7440,4.7440,0
2021-04-19,4.7335,4.7640,4.7105,4.7350,4.7350,0
2021-04-20,4.7770,4.7950,4.6100,4.6330,4.6330,0
2021-04-21,4.6730,4.6885,4.5700,4.6300,4.6300,0
2021-04-22,4.5700,4.6300,4.5425,4.6185,4.6185,0
2021-04-23,4.6290,4.6520,4.5675,4.6180,4.6180,0
2021-04-26,4.5750,4.6205,4.5290,4.6125,4.6125,0
2021-04-27,4.6470,4.6750,4.6320,4.6460,4.6460,0
2021-04-28,4.7125,4.7800,4.6775,4.7670,4.7670,0
2021-04-29,4.7545,4.8550,4.7500,4.8080,4.8080,0
2021-04-30,4.8000,4.8075,4.7100,4.7385,4.7385,0
2021-05-03,4.7165,4.8130,4.7095,4.8110,4.8110,0
2021-05-04,4.8215,4.9310,4.8155,4.9105,4.9105,0
2021-05-05,4.9615,5.0020,4.9385,4.9685,4.9685,0
2021-05-06,4.9250,4.9445,4.8300,4.8795,4.8795,0
2021-05-07,4.8645,4.8645,4.7615,4.8130,4.8130,0
2021-05-10,4.8575,4.8675,4.7600,4.7895,4.7895,0
2021-05-11,4.7980,4.8455,4.7400,4.8315,4.8315,0
2021-05-12,4.8895,4.9800,4.8600,4.9635,4.9635,0
2021-05-13,4.8660,4.8690,4.7860,4.8050,4.8050,0
2021-05-14,4.7530,4.8445,4.7325,4.8390,4.8390,0
2021-05-17,4.8555,4.9030,4.8250,4.8905,4.8905,0
2021-05-18,4.9200,4.9480,4.8475,4.8835,4.8835,0
2021-05-19,4.7690,4.7900,4.5800,4.6435,4.6435,0
2021-05-20,4.7045,4.7245,4.5965,4.6660,4.6660,0
2021-05-21,4.5630,4.7195,4.5445,4.7195,4.7195,0
2021-05-24,4.7530,4.8200,4.7500,4.8200,4.8200,0
2021-05-25,4.8415,4.8670,4.8035,4.8500,4.8500,0
2021-05-26,4.8690,4.8800,4.8080,4.8800,4.8800,0
2021-05-27,4.8580,4.9180,4.8285,4.9170,4.9170,0
2021-05-28,4.9310,4.9955,4.9255,4.9520,4.9520,0
2021-05-31,4.9370,4.9660,4.9290,4.9310,4.9310,0
2021-06-01,4.9850,5.0640,4.9745,4.9800,4.9800,0
2021-06-02,5.0150,5.0630,5.0020,5.0410,5.0410,0
2021-06-03,5.1040,5.1260,5.0620,5.0640,5.0640,0
2021-06-04,5.1380,5.1500,5.0990,5.1120,5.1120,0
2021-06-07,5.1210,5.1520,5.0910,5.0990,5.0990,0
2021-06-08,5.0870,5.1470,5.0640,5.1470,5.1470,0
2021-06-09,5.1990,5.2100,5.1600,5.1600,5.1600,0
2021-06-10,5.1490,5.2210,5.1400,5.1990,5.1990,0
2021-06-11,5.1790,5.2550,5.1780,5.2310,5.2310,0
2021-06-14,5.2690,5.2870,5.2550,5.2660,5.2660,0
2021-06-15,5.2500,5.3150,5.2410,5.3010,5.3010,0
2021-06-16,5.3440,5.3840,5.3160,5.3830,5.3830,0
2021-06-17,5.3630,5.4230,5.3240,5.3380,5.3380,0
2021-06-18,5.3070,5.4070,5.2720,5.3960,5.3960,0
2021-06-21,5.3770,5.4390,5.3330,5.4330,5.4330,0
2021-06-22,5.4870,5.4950,5.4400,5.4590,5.4590,0
2021-06-23,5.5030,5.5410,5.4840,5.5180,5.5180,0
2021-06-24,5.5120,5.5230,5.4400,5.5050,5.5050,0
2021-06-25,5.5110,5.5440,5.4670,5.5390,5.5390,0
2021-06-28,5.5550,5.5710,5.4880,5.4960,5.4960,0
2021-06-29,5.4750,5.5600,5.4300,5.5240,5.5240,0
2021-06-30,5.5290,5.6020,5.4940,5.5350,5.5350,0
2021-07-01,5.5720,5.7170,5.5640,5.6430,5.6430,0
2021-07-02,5.6490,5.6800,5.6120,5.6630,5.6630,0
2021-07-05,5.6780,5.7140,5.6500,5.6980,5.6980,0
2021-07-06,5.7430,5.7780,5.5340,5.5430,5.5430,0
2021-07-07,5.5890,5.6560,5.4110,5.4330,5.4330,0
2021-07-08,5.4560,5.4740,5.3620,5.4740,5.4740,0
2021-07-09,5.5390,5.6300,5.5300,5.6300,5.6300,0
2021-07-12,5.5940,5.5940,5.5240,5.5810,5.5810,0
2021-07-13,5.6180,5.6720,5.6100,5.6720,5.6720,0
2021-07-14,5.7300,5.7360,5.6500,5.6760,5.6760,0
2021-07-15,5.4990,5.5510,5.4650,5.5480,5.5480,0
2021-07-16,5.4750,5.5350,5.4100,5.5240,5.5240,0
2021-07-19,5.4500,5.4500,5.1460,5.1580,5.1580,0
2021-07-20,5.1990,5.2100,5.0510,5.1850,5.1850,0
2021-07-21,5.1800,5.3890,5.1790,5.3880,5.3880,0
2021-07-22,5.4070,5.4720,5.3920,5.4650,5.4650,0
2021-07-23,5.5230,5.5540,5.5060,5.5420,5.5420,0
2021-07-26,5.4910,5.5610,5.4410,5.5300,5.5300,0
2021-07-27,5.5520,5.5800,5.5250,5.5260,5.5260,0
2021-07-28,5.5580,5.5900,5.5350,5.5620,5.5620,0
2021-07-29,5.6040,5.6170,5.5610,5.6000,5.6000,0
2021-07-30,5.6020,5.6560,5.5940,5.6530,5.6530,0
2021-08-02,5.6090,5.6140,5.4480,5.4600,5.4600,0
2021-08-03,5.4520,5.5090,5.3200,5.4200,5.4200,0
2021-08-04,5.4140,5.4550,5.2600,5.3070,5.3070,0
2021-08-05,5.2580,5.3690,5.2430,5.3690,5.3690,0
2021-08-06,5.3920,5.4620,5.3070,5.3340,5.3340,0
2021-08-09,5.2140,5.2210,5.1010,5.1950,5.1950,0
2021-08-10,5.2800,5.3900,5.2600,5.3720,5.3720,0
2021-08-11,5.3870,5.3970,5.2480,5.3230,5.3230,0
2021-08-12,5.4080,5.4430,5.3560,5.3980,5.3980,0
2021-08-13,5.3780,5.4040,5.3470,5.3610,5.3610,0
2021-08-16,5.2460,5.3080,5.1410,5.2600,5.2600,0
2021-08-17,5.2190,5.3020,5.2080,5.2980,5.2980,0
2021-08-18,5.2640,5.2900,5.1950,5.2280,5.2280,0
2021-08-19,5.0210,5.0400,4.9305,4.9470,4.9470,0
2021-08-20,5.0310,5.0410,4.9100,4.9815,4.9815,0
2021-08-23,5.0000,5.1770,4.9900,5.1620,5.1620,0
2021-08-24,5.1920,5.3130,5.1670,5.2930,5.2930,0
2021-08-25,5.3080,5.3610,5.2590,5.3190,5.3190,0
2021-08-26,5.3340,5.3340,5.2870,5.3070,5.3070,0
2021-08-27,5.3720,5.4100,5.3510,5.3740,5.3740,0
2021-08-30,5.3630,5.4050,5.3130,5.4050,5.4050,0
2021-08-31,5.4000,5.4150,5.3350,5.4090,5.4090,0
2021-09-01,5.4040,5.4260,5.2500,5.3010,5.3010,0
2021-09-02,5.3390,5.4960,5.3280,5.4960,5.4960,0
2021-09-03,5.4420,5.4800,5.4150,5.4300,5.4300,0
2021-09-06,5.3310,5.4170,5.3310,5.3790,5.3790,0
2021-09-07,5.3770,5.3950,5.2950,5.3400,5.3400,0
2021-09-08,5.3600,5.4500,5.3590,5.4180,5.4180,0
2021-09-09,5.4180,5.4520,5.3070,5.4300,5.4300,0
2021-09-10,5.3730,5.4640,5.3700,5.4390,5.4390,0
2021-09-13,5.5060,5.5490,5.4900,5.5040,5.5040,0
2021-09-14,5.5390,5.5530,5.5040,5.5150,5.5150,0
2021-09-15,5.5630,5.7000,5.5480,5.6800,5.6800,0
2021-09-16,5.6620,5.6850,5.6100,5.6430,5.6430,0
2021-09-17,5.6580,5.6670,5.5910,5.6290,5.6290,0
2021-09-20,5.6130,5.6130,5.5170,5.5930,5.5930,0
2021-09-22,5.6500,5.6780,5.6320,5.6600,5.6600,0
2021-09-23,5.7140,5.7800,5.6650,5.7780,5.7780,0
2021-09-24,5.7830,5.8400,5.7700,5.8320,5.8320,0
2021-09-27,5.9220,5.9850,5.9040,5.9700,5.9700,0
2021-09-28,6.0440,6.0550,5.9100,5.9480,5.9480,0
2021-09-29,5.8550,6.0300,5.8550,6.0000,6.0000,0
