Date,Open,High,Low,Close,Adjusted_close,Volume
2020-02-14,28.5280,28.8846,28.5280,28.8846,28.8846,0
2020-02-17,29.4195,29.9544,29.2412,29.5978,29.5978,0
2020-02-18,29.7761,30.3110,29.7761,29.9544,29.9544,0
2020-02-19,30.3110,30.3110,29.9544,30.3110,30.3110,0
2020-02-20,30.4893,31.0242,29.9544,31.0242,31.0242,0
2020-02-21,29.5978,29.5978,29.0629,29.5978,29.5978,0
2020-02-24,28.8846,29.0629,28.5280,28.5280,28.5280,0
2020-02-25,28.5280,29.0629,28.3497,28.7063,28.7063,0
2020-02-26,28.7063,29.0629,28.3497,28.7063,28.7063,0
2020-02-27,27.6365,27.6365,26.2101,26.5667,26.5667,0
2020-02-28,26.2101,26.3884,25.1403,25.6752,25.6752,0
2020-03-02,26.3884,26.7450,25.6752,26.3884,26.3884,0
2020-03-03,26.5667,27.4582,26.5667,27.1016,27.1016,0
2020-03-04,26.7450,27.6365,26.7450,27.4582,27.4582,0
2020-03-05,27.2799,27.6365,26.7450,26.9233,26.9233,0
2020-03-06,26.0318,26.2101,25.3186,25.4969,25.4969,0
2020-03-09,23.7139,25.3186,23.7139,24.9620,24.9620,0
2020-03-10,26.9233,28.5280,26.7450,27.9931,27.9931,0
2020-03-11,28.3497,29.5978,27.9931,29.4195,29.4195,0
2020-03-12,27.1016,27.8148,26.5667,27.6365,27.6365,0
2020-03-13,28.3497,29.0629,27.8148,28.1714,28.1714,0
2020-03-16,27.6365,27.6365,26.5667,27.2799,27.2799,0
2020-03-17,26.7450,27.4582,26.5667,27.1016,27.1016,0
2020-03-18,25.4969,25.6752,24.6054,25.1403,25.1403,0
2020-03-19,25.6752,26.0318,25.3186,26.0318,26.0318,0
2020-03-20,26.2101,26.9233,25.4969,25.8535,25.8535,0
2020-03-23,24.6054,25.4969,24.4271,24.9620,24.9620,0
2020-03-24,25.3186,26.3884,25.3186,26.0318,26.0318,0
2020-03-25,26.7450,26.9233,25.6752,26.2101,26.2101,0
2020-03-26,26.0318,26.0318,24.9620,25.3186,25.3186,0
2020-03-27,25.1403,25.1403,24.6054,24.9620,24.9620,0
2020-03-30,23.8922,24.7837,23.7139,24.7837,24.7837,0
2020-03-31,25.3186,25.8535,24.6054,24.7837,24.7837,0
2020-04-01,24.4271,24.9620,23.8922,23.8922,23.8922,0
2020-04-02,24.2488,24.4271,23.0007,23.3573,23.3573,0
2020-04-03,23.7139,24.0705,23.1790,24.0705,24.0705,0
2020-04-06,25.4969,26.2101,24.6054,26.0318,26.0318,0
2020-04-07,26.7450,27.4582,26.7450,27.2799,27.2799,0
2020-04-08,28.1714,28.3497,27.1016,27.9931,27.9931,0
2020-04-09,27.4582,27.4582,26.3884,26.5667,26.5667,0
2020-04-14,25.8535,26.7450,25.4969,26.0318,26.0318,0
2020-04-15,25.4969,25.8535,24.9620,24.9620,24.9620,0
2020-04-16,24.9620,24.9620,24.2488,24.7837,24.7837,0
2020-04-17,26.2101,27.1016,25.6752,26.9233,26.9233,0
2020-04-20,26.7450,27.2799,26.2101,27.2799,27.2799,0
2020-04-21,28.3497,29.5978,27.9931,29.2412,29.2412,0
2020-04-22,27.9931,29.0629,27.4582,28.5280,28.5280,0
2020-04-23,28.7063,29.0629,28.3497,28.3497,28.3497,0
2020-04-24,28.1714,28.3497,27.1016,27.1016,27.1016,0
2020-04-27,26.3884,26.9233,26.0318,26.5667,26.5667,0
2020-04-28,27.6365,28.5280,27.4582,28.1714,28.1714,0
2020-04-29,28.1714,28.1714,26.9233,27.1016,27.1016,0
2020-04-30,26.5667,27.4582,26.2101,27.4582,27.4582,0
2020-05-04,27.8148,28.3497,27.8148,27.9931,27.9931,0
2020-05-05,29.7761,30.3110,29.2412,30.1327,30.1327,0
2020-05-06,29.0629,29.2412,27.9931,28.3497,28.3497,0
2020-05-07,27.9931,28.3497,27.6365,27.8148,27.8148,0
2020-05-08,27.4582,27.6365,26.5667,26.7450,26.7450,0
2020-05-11,26.7450,27.2799,26.7450,26.9233,26.9233,0
2020-05-12,26.9233,26.9233,25.4969,25.4969,25.4969,0
2020-05-13,24.9620,25.3186,24.2488,24.2488,24.2488,0
2020-05-14,24.2488,24.7837,23.8922,24.4271,24.4271,0
2020-05-15,24.6054,24.7837,23.7139,24.2488,24.2488,0
2020-05-18,24.4271,25.8535,24.2488,25.3186,25.3186,0
2020-05-19,25.3186,25.6752,24.6054,25.3186,25.3186,0
2020-05-20,25.1403,25.6752,24.9620,24.9620,24.9620,0
2020-05-21,24.0705,24.0705,23.3573,23.3573,23.3573,0
2020-05-22,23.3573,24.0705,23.3573,23.8922,23.8922,0
2020-05-25,23.8922,24.0705,23.5356,23.7139,23.7139,0
2020-05-26,23.7139,24.6054,23.5356,24.6054,24.6054,0
2020-05-27,24.4271,24.9620,24.0705,24.2488,24.2488,0
2020-05-28,23.5356,23.8922,23.1790,23.3573,23.3573,0
2020-05-29,22.6441,23.3573,22.1092,22.2875,22.2875,0
2020-06-01,22.2875,22.4658,21.9309,22.1092,22.1092,0
2020-06-02,22.1092,22.4658,21.9309,22.2875,22.2875,0
2020-06-03,22.2875,23.1790,22.1092,22.6441,22.6441,0
2020-06-05,22.4658,23.0007,22.1092,22.2875,22.2875,0
2020-06-08,21.9309,22.1092,21.5743,21.9309,21.9309,0
2020-06-09,22.2875,22.4658,21.7526,21.7526,21.7526,0
2020-06-10,21.3960,22.1092,21.0394,21.7526,21.7526,0
2020-06-11,21.5743,22.1092,21.5743,21.7526,21.7526,0
2020-06-12,22.1092,22.1092,21.7526,21.7526,21.7526,0
2020-06-15,21.3960,21.3960,20.5045,20.6828,20.6828,0
2020-06-16,20.6828,20.6828,19.9696,19.9696,19.9696,0
2020-06-17,20.1479,20.3262,19.9696,20.3262,20.3262,0
2020-06-18,20.5045,20.5045,20.1479,20.5045,20.5045,0
2020-06-19,20.5045,20.6828,20.3262,20.6828,20.6828,0
2020-06-22,20.8611,21.0394,20.5045,20.8611,20.8611,0
2020-06-23,20.1479,20.1479,19.6130,19.9696,19.9696,0
2020-06-24,19.7913,20.1479,19.6130,19.7913,19.7913,0
2020-06-25,19.6130,19.6130,18.3649,18.3649,18.3649,0
2020-06-26,18.3649,18.5432,18.0083,18.5432,18.5432,0
2020-06-29,18.8998,20.5045,18.7215,20.3262,20.3262,0
2020-06-30,19.7913,21.0394,19.7913,20.3262,20.3262,0
2020-07-01,20.1479,20.1479,19.4347,19.4347,19.4347,0
2020-07-02,19.9696,20.3262,19.6130,20.1479,20.1479,0
2020-07-03,20.3262,20.5045,20.1479,20.3262,20.3262,0
2020-07-06,21.0394,21.5743,20.8611,21.0394,21.0394,0
2020-07-07,21.5743,22.4658,21.5743,22.2875,22.2875,0
2020-07-08,21.9309,22.1092,21.2177,21.5743,21.5743,0
2020-07-09,21.3960,21.7526,21.0394,21.0394,21.0394,0
2020-07-10,20.6828,21.2177,20.3262,21.2177,21.2177,0
2020-07-13,20.6828,21.0394,20.3262,20.3262,20.3262,0
2020-07-14,20.1479,20.3262,19.9696,20.3262,20.3262,0
2020-07-15,20.3262,20.3262,19.7913,19.9696,19.9696,0
2020-07-16,20.3262,20.6828,20.3262,20.5045,20.5045,0
2020-07-17,20.1479,20.1479,19.6130,20.1479,20.1479,0
